RA,DEC
349.721,-48.2632
22.7883,-55.4256
30.5688,-57.4290
58.8376,-40.5987
72.1375,-44.7550
13.7725,-54.3078
72.8303,-45.7863
92.7560,-49.2271
5.93748,-58.7183
33.5417,-54.0386
60.0638,-47.1784
347.758,-56.0961
67.5415,-53.6838
324.100,-0.751911
95.8798,-46.5888
310.862,-58.6225
88.3147,-47.5251
353.405,-48.2081
16.2180,-56.2035
71.9239,-42.5373
342.070,1.19929
39.0389,-54.7377
92.3637,-50.0476
354.500,-56.3098
2.02744,0.866340
310.082,-53.1347
318.802,-60.0910
342.726,-1.21583
33.2844,-58.1053
97.9863,-49.3862
326.732,-0.673236
27.8772,-56.3207
310.823,-53.8761
313.236,-52.3382
326.062,-55.2183
352.346,-48.2528
6.95643,-44.6050
345.237,-44.9830
11.7834,-55.2943
83.1197,-45.2322
344.838,-53.8715
29.9871,-49.3003
353.510,-50.9762
2.43714,-40.4231
346.758,-48.4674
23.3365,-52.6793
67.5293,-52.6642
37.9806,-50.6649
306.238,-52.0982
58.6144,-41.2524
40.3410,-49.4026
346.221,-44.8490
53.2007,-53.1427
91.2158,-50.9254
307.692,-49.5123
65.5424,-59.1344
6.31779,-49.2130
344.085,-49.3621
20.7351,-45.2535
68.0769,-58.3605
350.313,-0.117393
35.5800,-50.5857
79.3018,-44.3297
66.6240,-53.2580
3.17319,-51.8339
56.3135,-49.6110
22.7024,-43.8234
8.51694,-52.9210
345.735,-0.870271
11.8271,-58.4039
71.1537,-41.3787
355.328,1.37082
351.194,-59.4722
94.8199,-53.3722
13.0209,-46.6295
75.5203,-51.5492
23.4033,-46.6698
352.156,-1.70062
65.5433,-42.4710
332.764,-57.9778
95.2867,-60.5687
330.786,-0.769281
35.7900,-57.5697
342.928,-56.1111
42.1736,-60.1609
39.1835,-46.2858
318.676,-54.1246
63.0359,-45.2921
93.3888,-47.7955
22.1405,-48.0906
76.5266,-51.0549
81.4191,-51.0222
88.7900,-45.0243
55.1383,-49.5006
60.3337,-51.7263
9.22030,-47.5503
352.019,-53.7980
17.0167,-40.9332
353.415,-1.66196
86.6800,-43.2901
79.0599,-42.1314
36.1796,-55.6307
34.3518,-43.5359
337.682,-55.5310
328.059,-56.2676
9.88191,-51.0591
348.234,-57.9772
18.6992,-52.2887
11.0240,-55.1896
71.9818,-57.5612
52.5881,-44.5260
45.6732,-45.2456
301.381,-50.9696
20.2768,-41.8762
98.9578,-57.3378
338.030,-58.4748
68.3823,-45.8235
18.3533,-47.7475
72.4229,-54.2104
34.0773,-42.7114
26.7723,-39.7927
72.9609,-42.7019
51.0696,-54.1033
43.4135,-53.1992
54.6736,-44.2400
13.0503,-44.6219
342.689,-48.9602
58.1669,-66.2519
22.3707,-53.0816
344.138,-44.2767
329.573,-0.921671
342.503,0.543893
72.5451,-49.7749
90.2598,-56.7816
348.049,-54.8897
24.2095,-58.9979
94.8221,-58.7809
34.2918,-47.3144
37.0645,-42.9198
59.2304,-46.4527
38.8122,-47.9056
70.6246,-53.0966
27.8003,-52.7762
80.3748,-48.7527
347.098,1.25197
349.909,-1.62650
93.4897,-40.4133
53.4803,-52.6528
60.7214,-67.0647
343.705,-44.5203
37.6896,-59.1145
306.428,-58.5272
73.3650,-42.1771
299.379,-56.7770
48.8438,-55.2399
51.5943,-58.9867
68.2596,-50.7258
46.1108,-46.6650
313.024,-54.6303
45.7629,-50.6353
38.2333,-55.9156
357.580,1.69201
43.9860,-52.7831
84.0319,-52.6365
92.2403,-59.6923
45.5187,-42.6398
1.31577,-1.18327
307.177,-52.2182
36.7757,-42.3500
340.701,-42.0467
30.5853,-52.9488
95.4043,-47.0190
349.820,-59.2682
93.1357,-60.3667
28.0156,-48.4051
40.9664,-55.0398
37.6406,-51.2756
68.4227,-50.9575
339.110,1.20040
51.4982,-44.7172
23.3840,-46.8954
327.318,-55.5503
309.691,-53.3846
83.8727,-48.8391
349.982,0.865673
28.9234,-56.2516
20.0210,-47.2858
304.883,-55.1683
11.4280,-47.7856
342.118,-53.4303
53.3416,-58.5534
65.1281,-47.3410
301.597,-57.0899
341.444,-55.4461
354.160,-55.5123
62.4431,-50.8252
66.5081,-65.0876
36.4489,-49.0128
41.2425,-51.9290
23.2053,-47.7046
44.8217,-41.6678
49.5633,-48.6720
34.3297,-50.5447
61.1638,-49.8274
35.1170,-48.8717
35.0175,-55.4673
356.922,-1.70486
55.5757,-40.6824
64.9142,-53.6031
59.2382,-44.1836
17.5922,-47.8437
67.8875,-44.6340
66.1698,-61.7774
60.6465,-42.4240
41.6186,-43.1302
311.673,-58.9657
95.5330,-57.3632
95.4635,-60.8136
26.5900,-47.2605
359.449,-48.2155
46.9226,-51.7363
29.6294,-41.0886
336.196,-0.372003
74.7325,-41.9097
315.827,-53.6352
20.9696,-59.1203
74.1388,-45.3379
65.6366,-50.4337
12.2806,-49.6355
356.781,-49.6234
12.3859,-54.0563
22.4278,-48.1584
19.2670,-56.7270
74.8033,-51.6306
89.1941,-57.9071
62.9728,-46.1595
76.2160,-48.1615
45.2990,-51.7322
325.708,-54.4142
90.2589,-60.0481
300.733,-55.0822
347.887,-40.9318
329.796,1.77558
5.65939,-49.1995
60.8402,-59.5012
24.1791,-55.4684
14.0892,-48.5991
2.54363,2.36472
354.338,-53.7175
16.7812,-46.1133
327.390,-50.3591
89.4766,-41.7395
343.836,-1.46582
53.4128,-40.4434
88.1938,-54.1967
68.7413,-51.1206
61.8370,-44.9709
315.406,-50.3314
306.588,-53.7130
90.0298,-45.6374
54.1984,-40.3791
61.0711,-54.3137
65.0637,-56.8779
77.3666,-50.7284
339.031,-53.7082
324.921,-51.9481
84.1376,-55.1188
64.8037,-64.2766
57.0445,-65.6702
78.0544,-41.5939
76.7513,-40.3819
15.7484,-41.7892
346.947,-1.02711
357.917,-42.0928
35.4444,-45.3614
310.721,-54.9135
72.5221,-59.5051
359.454,-1.65743
80.1508,-57.6301
76.1956,-40.7505
93.1920,-47.2701
85.6578,-48.5520
5.79179,-48.5654
15.1164,-51.5220
44.0828,-54.3005
15.6974,-54.9987
60.7159,-44.7778
315.943,-54.5939
47.0570,-52.4561
39.7448,-41.8932
21.8954,-40.7088
344.382,-49.1750
11.5385,-52.6566
33.1628,-44.9756
68.0360,-60.6098
8.53116,-58.8633
341.611,-57.2799
15.0613,-46.0872
47.1386,-47.5457
304.554,-55.2982
359.867,-50.2393
53.8784,-43.9036
341.778,-50.2480
348.122,-1.49446
61.4562,-42.5636
45.3232,-46.2038
55.7880,-40.8330
59.4452,-53.3747
19.5231,-49.4936
8.49446,-46.0138
325.648,1.72656
77.2874,-53.6575
89.1241,-52.4163
3.99623,-43.0326
16.5067,-51.6601
319.992,-55.1522
81.9961,-47.8913
349.065,-54.2470
334.330,-58.5538
0.832709,-44.8282
60.8419,-60.8138
64.7936,-60.2456
39.0543,-54.6835
40.6407,-49.0102
347.021,-49.7251
22.1288,-45.9022
33.8101,-54.4913
318.617,0.192376
40.9612,-53.1218
93.6323,-41.5744
68.4254,-52.2118
41.5574,-55.1348
6.23218,-41.5173
20.4299,-50.3806
65.1688,-42.2920
82.4339,-52.5691
16.5155,-53.9028
38.1602,-50.8888
44.0115,-54.3682
300.695,-54.9520
78.5142,-47.0548
305.950,-55.5626
19.8883,-40.5611
58.8709,-48.9231
64.1193,-64.5646
32.1440,-42.8172
1.19429,-50.6717
60.9215,-48.6920
328.225,-0.960996
5.03412,-59.1474
48.5341,-55.0578
90.5128,-45.0178
51.3105,-47.9551
53.8780,-51.4686
355.365,-47.4089
324.060,-1.60715
354.511,-48.8820
94.6824,-41.1220
27.8339,-40.8594
54.7488,-52.3019
34.7982,-59.2409
325.211,-58.1055
80.2873,-54.1375
1.31376,-44.4607
54.2720,-45.9605
44.2595,-48.2125
59.2867,-47.9309
39.9910,-50.3092
50.1076,-44.5326
85.0862,-41.8379
56.9571,-43.7031
90.2388,-46.6161
306.120,-54.6973
305.930,-53.0872
40.1269,-51.8835
302.799,-57.8357
6.49362,-59.0192
321.834,-0.288367
61.1853,-58.3006
320.275,-57.5069
73.9448,-43.3109
57.2781,-66.4574
72.9846,-58.7656
51.9931,-44.7553
59.0871,-59.2320
33.2226,-43.2366
26.9784,-55.0383
33.5053,-55.3918
50.2062,-47.0581
8.58649,-59.9907
342.470,-0.693273
79.8423,-51.5454
340.583,-0.529709
7.56025,-47.6472
72.7196,-57.3993
53.9662,-48.4448
72.8932,-48.0972
32.6233,-59.1920
70.8548,-53.3484
95.6839,-46.5625
88.0009,-47.9602
25.2679,-46.4228
94.8870,-54.6113
94.1426,-56.6178
24.3116,-48.3635
306.034,-57.9905
60.6919,-59.1181
9.53955,-45.4575
354.502,-56.2123
94.3505,-42.7305
54.1030,-59.5600
321.723,-59.4358
50.8943,-42.2269
28.8517,-59.9030
26.6522,-44.1836
90.2164,-54.6040
4.22313,-43.6252
20.5789,-58.6786
66.2035,-52.8108
350.471,-50.3723
62.7402,-50.2718
305.852,-55.6023
318.746,1.73639
344.881,-58.4858
302.809,-59.1983
351.484,-45.5861
68.3554,-58.2429
91.2777,-46.0208
323.055,-52.1121
12.6410,-52.5650
329.658,-1.04670
91.7993,-44.9496
346.162,-40.8280
352.583,0.820370
18.0107,-40.6557
60.7286,-57.0623
328.093,1.28207
82.4619,-53.1783
34.5977,-46.9330
33.8785,-57.9887
349.752,-54.2252
59.9830,-50.3850
8.55725,-42.9252
79.8268,-41.6134
56.6740,-46.0791
30.7986,-40.3709
326.317,-0.844289
38.3792,-52.7795
44.2502,-52.5794
12.2327,-49.8229
302.336,-52.4244
353.292,-46.8706
44.6943,-59.5607
1.58290,1.67033
69.5173,-52.4697
85.0249,-54.2657
41.0881,-46.2301
8.85020,-56.5555
3.60200,1.15939
334.608,0.819314
346.695,1.71083
31.1930,-52.5111
313.163,-58.2961
10.8643,-57.3568
8.99516,-51.6644
8.28226,-49.4752
36.8816,-54.2637
30.2361,-51.6174
343.993,0.694955
61.3881,-50.8358
64.2978,-44.5895
51.2447,-59.5028
87.0286,-55.0865
312.206,-52.7081
330.879,-0.122370
45.1621,-52.6215
12.8253,-56.4583
38.0367,-51.5116
69.9814,-40.7270
346.797,1.20370
25.9089,-49.4242
3.83759,-46.5150
21.2993,-45.4625
53.5388,-49.6776
345.688,-45.4197
357.622,-41.6823
329.557,0.882024
357.254,-1.00490
80.0050,-43.1857
22.6712,-46.7280
75.0054,-52.2472
335.356,-56.1316
317.317,-55.9202
329.474,-0.107839
36.7938,-47.0866
315.740,-54.7798
36.3080,-58.4100
39.5855,-43.2585
343.985,-58.4123
91.4358,-49.8150
9.00693,-55.4696
62.8289,-47.6768
357.746,-0.361451
93.3238,-40.3323
82.8461,-57.7413
29.9721,-46.4212
77.0635,-51.5893
42.6237,-43.0514
2.60580,1.89748
339.045,-56.9768
3.56402,-46.1557
56.7930,-62.5879
46.2342,-44.8392
68.9518,-48.5829
82.7346,-60.4940
329.238,-54.6383
5.59482,-45.0391
46.4686,-43.9780
337.530,-57.2420
92.0580,-42.3431
39.1085,-51.2761
356.650,-43.6205
71.3983,-44.5188
97.0268,-49.9137
83.9119,-60.6861
336.536,0.430480
342.760,-59.1903
93.5969,-44.1181
344.349,0.556017
22.5492,-54.2990
320.776,-59.0212
9.15272,-48.0654
314.386,-57.3338
1.87083,-43.3918
54.6907,-52.5887
31.4628,-43.5454
55.5521,-66.6221
355.563,-41.6328
346.803,-54.7897
316.142,-50.2399
344.885,-42.9365
55.4252,-43.6856
357.646,-0.122003
49.3842,-43.6108
342.916,-45.4774
42.5719,-44.5275
336.323,0.933315
31.0891,-57.7207
303.165,-52.4361
329.551,-58.7262
313.030,-55.2094
56.4339,-39.8126
2.68245,-42.2455
38.1122,-51.3361
324.265,1.14965
80.0749,-40.9295
49.2759,-48.8254
29.6153,-43.4227
55.8104,-40.5781
63.3077,-39.9473
37.4766,-49.2980
345.913,-54.6563
19.9276,-52.9683
85.0835,-53.3690
359.219,0.758153
96.6013,-48.5873
331.029,-54.1516
40.5107,-48.3419
58.8459,-42.2012
354.497,-55.6389
4.55411,-41.6637
55.4052,-41.2687
341.969,-1.22269
55.0709,-58.4567
324.066,-1.04994
27.2682,-59.0131
80.7769,-41.2257
79.8512,-40.0066
60.7582,-54.1217
9.16104,-51.2797
337.162,-57.1570
319.560,-57.2186
50.3748,-46.2350
31.7103,-54.0391
42.4766,-42.3429
27.3177,-51.0744
76.0658,-57.2447
68.2051,-42.0805
327.209,-1.65172
1.70293,-54.6271
61.4758,-52.0304
34.3712,-58.4787
59.6319,-49.4359
336.088,0.208496
330.405,-55.2791
351.963,-57.8641
337.230,-59.5246
322.329,-0.257640
29.9442,-43.2803
323.839,-51.7334
36.0528,-45.4186
42.3975,-45.3164
56.4157,-61.5302
42.1234,-45.8297
354.811,-1.30184
89.3190,-50.2249
72.9259,-40.8450
63.1546,-41.5868
25.6696,-45.5169
34.1261,-48.0379
36.4453,-46.7368
84.3141,-61.0656
60.0566,-57.3537
89.4551,-53.6466
58.7757,-54.2696
342.576,0.862035
337.866,-1.02371
328.294,-0.896293
38.2057,-53.6693
87.6502,-53.6589
57.2103,-39.7145
348.294,-50.9698
319.947,-58.2606
89.8405,-39.6227
72.0686,-48.6836
353.609,-47.2540
40.0929,-50.5154
92.5279,-48.7444
63.4037,-46.6182
66.8209,-52.1293
46.8479,-48.0972
327.035,1.39663
38.9524,-42.8567
344.609,-57.5749
3.87393,1.47944
312.295,-58.1536
39.2732,-52.3587
343.980,-1.09963
55.7440,-46.6160
356.162,-46.4475
66.3876,-55.4501
91.4943,-55.0410
53.4812,-43.0347
39.7205,-53.6584
12.4777,-41.5267
17.4607,-48.1313
46.3860,-53.1107
51.2942,-54.4654
21.1603,-51.1762
339.404,-51.3361
74.8170,-42.4499
34.4986,-43.2184
79.9254,-42.9218
357.159,0.218927
60.7714,-42.1911
64.4303,-59.3656
78.7501,-52.3699
342.963,-48.4780
8.51265,-59.5475
57.8461,-63.1374
15.7071,-45.9805
61.2659,-45.3336
344.863,-52.4044
36.3834,-59.1342
355.337,-44.7743
305.738,-58.7511
9.37344,-57.6627
342.120,1.16322
76.0221,-47.6963
350.711,-58.8015
319.432,-59.2816
334.744,-53.1524
70.0626,-46.5043
356.823,-50.0637
36.3658,-39.8904
40.0038,-49.4585
29.1868,-41.4248
38.4319,-51.1847
76.8503,-46.0143
33.5670,-46.9239
356.354,-50.4155
74.1076,-47.5210
16.2777,-50.4139
50.8254,-53.3032
61.2049,-66.5212
355.204,-43.6123
64.3485,-66.7206
327.045,-50.8382
358.752,-40.9430
33.1647,-43.7573
305.057,-50.2444
20.2313,-56.1790
66.9959,-58.7845
352.019,-44.9051
92.6988,-51.9512
354.458,0.255430
66.3886,-60.6506
78.4206,-47.5985
75.9945,-45.8796
90.0494,-40.1748
36.2172,-50.8268
87.5195,-42.4641
54.1309,-47.0904
353.777,-53.8904
354.911,-46.8548
31.5663,-53.1719
0.865451,0.923771
339.750,-43.3763
96.0991,-47.9431
322.363,-56.5182
59.8536,-47.0700
42.5578,-48.9332
94.1163,-44.0514
27.4318,-56.2783
13.8790,-51.7170
88.6518,-51.0555
31.5309,-50.5196
11.8698,-46.5973
84.5537,-42.8334
12.7639,-49.3338
58.5374,-45.9511
69.9242,-59.0374
92.6989,-60.1933
335.333,-57.6378
54.0130,-48.7850
59.7965,-49.0268
318.662,-56.5784
317.886,-56.4179
319.592,-58.0206
83.3085,-59.8374
45.7163,-42.7340
330.343,0.825006
72.5914,-41.4347
338.409,-53.6500
75.3397,-52.6805
85.1353,-58.8345
353.133,-0.119009
34.9449,-57.6158
43.0675,-54.5911
338.552,0.483375
33.5929,-58.8414
52.5863,-51.7499
16.9868,-41.7768
46.1074,-48.1714
87.9349,-55.6038
70.0958,-50.6738
355.110,-42.0339
308.415,-55.4547
331.795,-53.3875
62.4614,-48.2124
33.4762,-47.6239
61.1694,-48.1355
75.1348,-54.3034
69.7937,-64.5941
35.5223,-49.6031
315.671,-57.7001
85.9947,-53.5607
3.78570,0.181155
73.4905,-42.5416
26.1058,-52.3692
77.6836,-54.5525
337.961,-50.7791
330.485,-56.4104
24.2690,-47.1751
35.4277,-43.4962
38.9437,-58.0362
77.1302,-39.7975
299.377,-56.0878
339.989,0.0785110
26.3013,-44.0850
14.7863,-45.3609
71.2043,-48.6521
76.6791,-56.6489
3.10301,2.34135
97.0360,-59.1135
63.0859,-42.6898
303.528,-52.8935
73.4611,-40.3283
37.0193,-53.0169
0.683920,1.46518
71.2386,-58.1062
345.335,-56.0377
71.1779,-54.7243
6.16755,-45.2012
329.345,0.534787
54.4765,-56.1550
57.8715,-40.6600
22.1250,-52.6966
17.3551,-51.8329
45.0655,-47.0899
14.0027,-52.3315
320.821,-1.63627
346.579,-47.7433
54.6640,-41.3572
359.619,-44.1102
305.189,-59.4372
80.4883,-50.5408
48.4291,-53.4951
84.8946,-57.7503
13.7205,-51.7148
85.8647,-52.6659
44.9563,-46.2867
75.9169,-42.1813
92.6219,-56.2224
323.080,-58.1168
33.5520,-58.8690
79.3643,-57.2259
322.012,-56.4403
350.227,-51.3314
29.0858,-50.8293
355.944,-1.41982
50.7673,-46.1879
358.329,-50.6480
10.1443,-48.1267
27.3599,-59.7630
343.254,-40.5660
21.6891,-54.0782
332.112,0.626199
55.3959,-57.8483
83.3039,-59.2956
65.4960,-40.3435
69.3153,-43.2117
344.098,-47.0843
46.9775,-48.3076
0.834063,-51.7897
2.67019,-48.6422
95.3806,-47.2294
310.392,-59.3614
352.736,-46.6617
34.6415,-59.9541
20.3723,-53.4709
4.76200,-50.3264
21.0182,-47.2475
56.9290,-50.3867
68.4230,-42.1223
311.315,-53.9161
36.5083,-50.7227
353.511,-47.8175
66.2086,-58.7115
45.8994,-43.5368
85.7729,-41.0322
346.968,0.548987
43.1727,-55.7632
11.2192,-49.1585
16.2681,-53.1089
47.5845,-48.2824
60.6497,-46.2263
306.083,-59.9422
95.1821,-58.0853
46.8991,-54.1407
67.7607,-46.9694
334.955,1.45395
19.1125,-48.0591
70.8173,-51.2789
87.9495,-55.5259
97.1428,-57.5464
30.3574,-52.4190
342.925,-0.813700
60.6003,-46.1806
313.810,-50.7681
71.5150,-44.5300
87.8179,-60.9924
5.43910,-54.7664
37.3986,-42.0046
307.760,-50.1793
45.6857,-49.6203
61.6244,-60.3992
3.74163,-54.7007
353.198,-0.490273
94.8807,-51.5141
80.2358,-40.9384
9.91390,-52.8443
91.6374,-46.8039
3.64470,-55.5704
49.8024,-50.4335
70.7328,-49.5843
51.1441,-43.1267
17.6160,-57.1451
84.3912,-58.0476
310.542,-56.8926
84.2863,-57.1686
4.19117,-40.9891
27.6596,-45.0324
87.3322,-48.1365
50.1813,-42.9999
330.356,-55.5450
324.877,-56.6271
94.3285,-42.4714
7.76571,-58.6462
65.6364,-47.2848
68.5677,-49.3340
343.320,-46.3971
35.8981,-50.4283
91.9999,-45.0282
61.3635,-45.1130
57.3257,-53.6297
320.214,-56.0233
67.1500,-54.1849
55.3196,-66.7086
81.6080,-54.1219
10.3664,-57.3643
72.7771,-57.3741
63.2238,-47.8904
340.552,-52.1594
47.0945,-40.8944
319.329,-50.7403
8.97644,-53.3210
17.7098,-54.9267
44.3762,-52.0833
32.3921,-47.9581
69.9759,-44.1035
322.782,-54.6119
322.402,-0.0289360
1.13886,-52.3546
303.613,-58.6658
330.218,-54.8266
339.453,-0.673958
76.3162,-51.1918
4.82012,-57.1668
336.557,0.404971
23.7525,-44.9650
72.5136,-44.2286
340.309,1.50629
346.076,-42.7283
18.5728,-43.7357
72.5911,-42.1144
336.901,-54.0136
314.409,-52.2072
4.82792,-40.8445
86.1471,-42.5304
72.4257,-50.2698
340.797,-52.8539
77.2647,-49.7564
93.2834,-41.8527
322.954,-55.8575
48.3256,-44.8381
69.3892,-50.5690
42.5215,-55.5867
330.455,-50.0872
42.1949,-54.7306
35.4740,-49.4829
336.518,1.18039
47.0202,-56.6121
52.8076,-43.6109
346.315,-47.1075
46.6177,-45.2361
35.4313,-49.8354
41.5953,-48.8047
18.2298,-40.9497
19.5002,-43.1534
347.503,-0.560016
358.224,-0.0187120
351.229,-45.5484
317.279,-54.2363
14.9861,-49.1694
25.9114,-45.3811
23.0887,-56.7736
64.3507,-40.2904
303.276,-51.5815
64.1773,-60.1024
10.4319,-55.8591
95.8745,-48.6698
89.6290,-56.0518
67.9707,-64.1079
54.7531,-41.7564
70.2778,-47.7105
91.0094,-45.9474
328.150,-1.64776
328.533,0.0158490
80.4860,-49.8013
26.7256,-40.1599
22.4815,-56.2492
43.5815,-45.6991
0.0705770,-53.9856
74.0395,-55.3075
70.3167,-56.8537
329.790,-0.713892
323.439,-53.9286
332.257,-0.947506
330.757,-0.865802
73.7126,-41.9816
40.9635,-53.1220
64.3422,-47.8173
352.008,-51.8254
42.5371,-55.7198
62.0309,-46.3847
93.4897,-40.4133
347.528,1.71912
77.3998,-45.0874
342.028,-50.1795
1.08382,-1.13604
315.022,-56.7579
326.328,0.995989
84.5270,-55.6796
337.923,1.23994
91.1128,-58.0306
326.117,-59.3319
90.9332,-40.4211
60.6529,-56.0889
303.227,-52.7352
66.2570,-51.6089
303.398,-50.0581
306.749,-54.0386
324.041,-57.8171
81.3914,-53.1632
64.3136,-49.8091
346.779,-46.7458
341.185,-0.715741
93.3617,-48.6758
33.2315,-42.4476
347.603,-41.6074
43.7910,-59.2699
67.5489,-59.4516
86.8349,-51.2453
56.4437,-40.3191
334.858,-55.3720
324.895,-0.917843
22.3090,-43.7281
74.8317,-46.5256
38.6029,-58.4301
339.506,-0.327965
20.6781,-53.4516
23.5496,-42.2441
79.3672,-60.1679
25.9699,-40.1045
76.3261,-55.3682
309.948,-58.8209
333.313,-56.4398
74.7451,-44.0405
40.6737,-45.3196
94.6253,-61.0420
79.3198,-48.3798
46.8507,-43.6532
348.758,0.819183
11.6038,-42.4435
30.5585,-51.7135
88.7728,-56.2500
43.1674,-43.3636
57.6567,-61.2551
50.8135,-40.8136
3.05596,-43.8494
341.696,1.48792
16.9504,-56.4718
68.9196,-54.2368
87.6727,-46.0046
18.2514,-40.6753
23.9381,-41.2771
90.2437,-44.6941
343.807,-48.8232
93.4593,-44.1184
32.5296,-42.3150
10.1442,-51.3217
321.430,-0.318100
15.8881,-43.3877
342.444,-43.4212
81.7460,-48.2646
8.69353,-46.9305
334.132,1.64400
27.1252,-45.2866
9.77800,-45.4576
344.903,-46.9172
75.7680,-53.6863
61.9013,-48.0990
82.8195,-44.6525
27.2722,-42.6193
40.5255,-59.2035
340.411,-45.0772
53.1792,-48.5625
71.5011,-50.7182
42.5645,-54.2817
20.5470,-55.8350
78.5326,-45.4955
29.1952,-54.3892
307.919,-52.1430
333.389,-59.3519
93.5580,-57.6172
345.986,0.106279
47.9118,-44.2227
59.4875,-61.6372
50.8310,-43.6641
32.0060,-42.5093
319.432,-59.2816
34.1479,-53.0176
58.1587,-61.0736
65.2189,-47.2176
63.7302,-50.5693
21.0701,-53.6989
71.0637,-47.8350
342.710,-0.0792360
89.3466,-49.4828
306.291,-50.6256
6.70733,-59.1594
306.716,-53.8358
88.4051,-51.2649
71.8486,-53.2817
12.1248,-45.1398
62.0475,-51.5039
26.3188,-51.4478
79.9891,-41.1504
83.0403,-49.8529
19.6704,-50.3461
340.972,0.282198
37.6826,-56.2009
77.9706,-46.1864
45.8835,-54.0089
84.3882,-45.2997
64.2591,-46.9138
3.77163,1.66266
53.4416,-48.0248
36.8129,-42.4895
52.7250,-45.3400
52.2771,-44.3270
333.247,-0.266431
76.9753,-45.5837
93.0895,-47.0526
87.5673,-39.6835
24.2320,-40.4834
85.0299,-42.1354
86.1518,-46.2010
45.5182,-50.5446
67.0903,-60.0717
45.5526,-45.6110
39.7910,-46.4661
66.0023,-54.6739
18.1571,-54.4081
55.3572,-50.5412
59.2341,-44.9776
24.0111,-54.0147
66.0371,-44.9827
58.5170,-53.5206
8.09595,-52.1245
341.545,-1.65406
346.762,-56.7137
337.096,-1.68051
13.2073,-44.6631
53.4900,-52.6607
50.8106,-57.3545
10.4785,-51.7834
66.6335,-53.5295
320.260,-55.3439
355.846,1.58206
323.073,0.866685
56.7447,-49.4795
43.5657,-44.3804
359.151,1.32747
80.0934,-42.7245
70.1976,-59.3251
69.2693,-54.4172
24.0727,-47.1265
346.433,-40.9388
321.485,0.767188
60.6448,-47.8806
322.329,-0.257640
344.442,-54.2320
5.87993,-57.3283
35.3078,-57.2466
93.8468,-52.4826
81.5678,-47.0744
50.2374,-48.8246
321.390,0.538000
16.7236,-53.6421
3.90538,-1.59967
323.421,-59.0662
79.3198,-42.7657
25.4469,-53.8116
93.1118,-52.6001
85.5938,-51.5088
61.5211,-57.9058
60.7673,-66.7283
4.25313,-42.1128
90.2972,-50.8688
54.2658,-53.3533
55.9234,-47.7672
72.9569,-47.2516
57.5907,-66.3051
51.2703,-52.5860
353.624,-1.16449
58.7522,-55.4242
344.168,-48.6086
345.667,-52.8795
5.70374,-53.0327
2.38507,-50.4341
30.1014,-45.2503
45.7348,-60.2264
69.3204,-45.3323
75.1135,-54.5689
333.151,-59.0224
47.6765,-56.0908
307.760,-50.1793
25.6548,-44.6342
94.1813,-42.9283
353.767,-1.25793
337.158,0.556776
34.3891,-43.5660
326.115,-50.5426
17.3853,-39.6777
64.0474,-58.4340
41.2063,-49.3616
312.268,-50.5596
322.742,-50.8919
46.3100,-51.2809
348.780,-58.5470
341.136,0.249820
61.6660,-59.3269
87.4885,-54.9252
338.450,1.02381
68.4051,-62.0941
327.075,-0.0462080
35.9595,-58.8475
47.4518,-44.7064
306.085,-52.4667
73.2403,-45.1802
306.142,-54.3223
94.1284,-52.0292
324.042,1.59916
58.7358,-47.9138
74.7921,-57.9841
310.280,-53.3435
84.1583,-55.1822
81.2871,-44.2630
349.799,-57.2388
19.1557,-50.7749
20.4545,-51.9133
72.3568,-51.6441
91.2921,-54.6221
54.3433,-52.6137
81.3015,-47.7704
29.8685,-59.1301
65.1566,-52.6536
86.1506,-45.2743
324.867,-0.784893
71.3983,-44.5188
359.174,-46.3780
56.6937,-44.5949
10.9082,-52.9693
79.6767,-47.4926
51.6294,-43.4174
81.4190,-49.6723
58.8581,-62.7224
88.2806,-49.3656
11.3007,-48.8579
25.4950,-47.9833
321.521,-1.49071
59.5555,-39.6567
88.7010,-56.3487
88.4338,-57.9678
95.8689,-45.5727
78.8841,-54.6952
67.5992,-40.8210
343.393,-42.7746
36.0884,-45.2525
317.679,-0.893776
42.3007,-48.2632
15.1758,-58.1580
2.82548,-41.0358
325.755,-1.66345
97.9976,-53.4383
97.2631,-54.3739
357.124,-49.6167
81.1587,-43.7409
61.3845,-59.2435
342.736,1.28139
7.28766,-44.5127
46.4726,-58.0170
300.632,-58.3329
301.660,-50.4618
16.7952,-43.9353
30.1221,-57.1293
44.8850,-50.4774
341.373,0.573192
68.1732,-44.2865
53.5490,-48.2864
330.486,-1.39940
13.4476,-50.4105
10.3819,-59.5854
67.0201,-43.2247
32.0286,-46.6619
9.34410,-47.3893
28.8939,-55.8075
13.8395,-58.5420
338.617,-50.3568
63.8804,-47.5901
6.10085,-46.2881
16.4547,-51.8253
32.3040,-43.3788
328.622,-0.741652
55.8721,-54.7221
30.2083,-53.1386
73.5336,-49.4691
333.288,-53.3410
332.519,-54.0082
54.7332,-48.2650
46.6204,-51.3359
60.1832,-58.9874
64.4932,-44.6687
21.6494,-51.0667
60.2180,-59.0277
79.8586,-52.8372
320.419,0.895615
24.3588,-42.1321
348.408,-50.8145
353.255,-0.282352
344.190,-51.1914
6.19530,-41.0915
47.7804,-49.5596
70.7736,-54.1360
19.7193,-57.6828
39.5783,-48.1482
349.734,1.42929
28.5431,-55.5232
93.7234,-43.8291
39.2303,-56.3131
